IMAGE,MOS,psnr,ssim,ms_ssim,fsim,vif,pieapp,lpips,topiq_fr,dists,wadiqam_fr,ckdn_imagenet,ahiq,ckdn,cw_ssim,deepdc,gmsd,mad,nlpd,psnry,stlpips,vsi,dmm,ckdn_fixed,ckdn_p0,ckdn_p1
IMG_23_BLU_5,24.1943135989242,22.261942,0.581672283226011,0.833450449376759,0.80115116,0.12332384,5.8881836,0.6060965,0.27700984,0.31070387,-0.11464033,0.01741881,0.13997601,0.3576336,0.95916634612234,0.39589196,0.19224976,179.276236572247,0.446454,22.633457,0.6651179,0.943559912749594,38.25258,1.088512e-16,0.10931167,0.00013508729
IMG_23_BLU_6,13.8659549262668,19.28828,0.520735097262692,0.729891270576391,0.7112613,0.05630726,6.3025475,0.7192391,0.2426657,0.38507414,-0.12577282,0.00080852234,0.02473356,0.31534725,0.779958213754157,0.5164677,0.2401501,207.147907521058,0.6124395,19.796469,0.75365996,0.917387514896948,73.41748,9.471516e-19,0.05236888,6.3214316e-06
IMG_01_J2K_1,67.0637673847174,29.508987,0.97404797540471,0.997979609777812,0.9978583,0.8972686,0.1131026,0.0101794405,0.921068,0.036810875,0.0018164656,0.9545656,0.56983536,0.53995585,0.999972360001115,0.008313954,0.0023910345,4.849258791236,0.095433846,31.029528,0.0033402801,0.998874245036924,0.023521336,0.99985933,0.956254,0.89561474
IMG_01_J2K_2,54.2292041629748,23.811674,0.864345394678987,0.984646824204527,0.9843509,0.5381412,0.47936204,0.21164095,0.82409877,0.24622965,-0.0145260645,0.9106931,0.5745362,0.5604753,0.999758202545358,0.16591263,0.027762631,45.8951917176167,0.21235846,24.2117,0.03740242,0.992501638680277,0.45329735,0.99880505,0.95058256,0.86061436
IMG_01_J2K_3,46.6427286267092,19.929323,0.65536164395435,0.941893711905894,0.94813955,0.27572083,1.3260634,0.507239,0.6087424,0.30453467,-0.04967841,0.577244,0.55038404,0.5900672,0.996911880869617,0.2960695,0.08579002,103.616019412159,0.38729018,19.92221,0.20499563,0.976561951375745,1.8607491,0.52102846,0.8793419,0.5830905
IMG_01_J2K_4,22.1071727271944,18.756208,0.508470830517234,0.887993483251087,0.90704215,0.16734774,2.4540546,0.6843355,0.43834674,0.34913534,-0.08599115,0.29107162,0.505628,0.5995715,0.990213952833848,0.42251873,0.12914288,139.767104879079,0.5123951,18.678543,0.48937362,0.957323464315958,5.1183314,0.001464025,0.5923842,0.28893697
IMG_01_J2K_5,16.861164653225,17.655222,0.369802905669915,0.807608981421753,0.848367,0.09357575,3.4000633,0.80274624,0.35152406,0.39287508,-0.13256596,0.10236222,0.4138898,0.5419263,0.979198448617312,0.5286152,0.17428572,174.865130088905,0.62532276,17.54213,0.6196572,0.93259799720443,9.155725,6.238868e-08,0.40848616,0.02113805
IMG_01_J2K_6,8.46887519797042,16.877314,0.263119935375153,0.715228365083828,0.79513496,0.05696213,4.8727756,0.91030633,0.31851658,0.4240923,-0.11857609,0.007949124,0.31793752,0.48545158,0.952770024675166,0.61729074,0.21058008,190.994417818061,0.73088086,16.771822,0.6645697,0.911070453643658,14.238772,1.0379967e-11,0.23900461,3.2811946e-05
IMG_02_J2K_1,67.9503676185243,37.4065,0.975916375355895,0.99783927386357,0.9991453,0.9595626,0.07367495,0.0042621186,0.928815,0.019070446,0.0067749,0.9620718,0.6382748,0.5085705,0.999816993413562,0.004869938,0.0012701422,11.0085023407839,0.055214595,39.253582,0.0012497175,0.999613125212912,0.008096607,0.9990675,0.96240777,0.93871534
IMG_02_J2K_2,62.3433846600931,30.627327,0.883901478480712,0.985142950025882,0.9916885,0.7000832,0.31104958,0.12624794,0.89847,0.12850499,-0.0010512627,0.92729115,0.575942,0.5171359,0.999254119125157,0.07130736,0.012728538,60.899952043234,0.12597843,31.718842,0.021866873,0.996736636222028,0.18477812,0.9960938,0.96718174,0.93851864
IMG_02_J2K_3,40.2104483856412,25.871605,0.729883924900322,0.94581345324142,0.95958674,0.35907125,0.9449625,0.46392673,0.69658816,0.24942517,-0.036222897,0.70204794,0.49686894,0.5242166,0.994854224161474,0.23642254,0.056367394,117.120867208853,0.23031305,26.41279,0.15138677,0.987016198345773,1.6960477,0.5103191,0.9143538,0.8669186
IMG_02_J2K_4,31.2692664264064,24.57923,0.637580415716404,0.904467839460442,0.92375076,0.22596055,1.4799111,0.6046645,0.48293984,0.31238097,-0.061563525,0.43453887,0.39780498,0.49970442,0.979140723167461,0.34249866,0.092428915,143.450128919722,0.30435985,25.030388,0.2715958,0.977922420334014,5.1545773,0.008340553,0.65641475,0.6561711
IMG_02_J2K_5,15.181348314495,23.60791,0.559044844237282,0.847181107632024,0.8714203,0.13275455,1.955738,0.67201364,0.36462379,0.35393447,-0.08721742,0.11760607,0.3043608,0.4815617,0.9332418515536,0.4306761,0.13209403,167.110060731733,0.38364506,23.967068,0.36275896,0.965817731041078,10.417393,3.8995813e-06,0.45852447,0.35601717
IMG_02_J2K_6,6.20594137532188,22.670544,0.483802981912673,0.789021488148872,0.81739044,0.07155978,3.1767635,0.8243295,0.30377144,0.3819505,-0.11787519,0.010428352,0.22672792,0.40258002,0.894685069580004,0.5078714,0.1633954,185.950398482579,0.4409222,22.964762,0.52021253,0.952911021494888,19.785854,4.5200198e-11,0.23826732,0.033224203
IMG_03_J2K_1,85.0159665727477,39.63528,0.988530263652784,0.999003674990786,0.9995227,0.97625667,0.053211074,0.0027079424,0.92218477,0.0108168125,0.004293353,0.9637175,0.6387772,0.5853749,0.99996568095294,0.001458466,0.00077420333,4.84667390112225,0.039368853,41.768913,0.0009686453,0.999796599055249,0.0026563038,0.9999229,0.9675808,0.87483305
IMG_03_J2K_2,67.6448107126352,32.75146,0.942390383161407,0.993094938802108,0.99456847,0.76972306,0.23343153,0.02675964,0.909337,0.08995652,-0.0010043364,0.9527411,0.6091944,0.59706265,0.999800351079088,0.026304543,0.009752795,35.0552464815001,0.10000482,33.560158,0.008484719,0.998309939321578,0.060865603,0.99983716,0.96303403,0.8578492
IMG_03_J2K_3,46.85539613643,26.035564,0.776715100870561,0.963336535253053,0.9654791,0.41204762,0.8541551,0.22473644,0.6154514,0.22417372,-0.030497633,0.6823795,0.47908956,0.6063084,0.998377665009261,0.16232938,0.057092994,99.0009917676676,0.21643732,26.183853,0.09409347,0.990624901860004,0.8942964,0.7060492,0.89688236,0.71062094
IMG_03_J2K_4,32.1533080423728,23.517866,0.66811307387182,0.930587709645837,0.9299301,0.2658966,1.3734884,0.38511342,0.4431485,0.27907747,-0.056924313,0.4782934,0.4263206,0.6098629,0.993989824802661,0.29033136,0.10119717,127.265510935929,0.2913549,23.567602,0.21087596,0.980693489074195,2.5638974,0.22040123,0.5749597,0.4738653
IMG_03_J2K_5,23.4199966450236,22.43061,0.577886168490634,0.88344011210794,0.8806015,0.16371095,2.1952798,0.49327865,0.3357371,0.33130038,-0.08913812,0.17650518,0.3326973,0.5393188,0.98259670195629,0.41765022,0.14207609,149.384231677633,0.3780628,22.442179,0.3494829,0.96647041088059,6.3437047,2.0565149e-06,0.42470154,0.21279554
IMG_03_J2K_6,9.77336942787547,21.13487,0.485429863586739,0.808947314981095,0.8185931,0.08932803,2.8703713,0.6239007,0.28454807,0.37722564,-0.10964246,0.022115389,0.2300853,0.4314824,0.942916751766778,0.526529,0.18486887,175.605188242052,0.47788584,21.10914,0.44038072,0.948134994160593,15.433838,1.9698665e-10,0.23414709,0.027386762
IMG_04_J2K_1,79.2173036872948,31.545527,0.981308133245333,0.998546073078844,0.9987274,0.90537345,0.22938827,0.0028198543,0.9488331,0.01651156,0.019772641,0.9798447,0.5521137,0.6873403,0.999943005079515,0.0029460788,0.0021302204,11.7159210321117,0.07553686,34.122955,0.0016818027,0.999253059623095,0.013574018,0.97918814,0.93783903,0.9325413
IMG_04_J2K_2,60.9013424389289,24.853342,0.893826052805234,0.987980459765074,0.9879485,0.5555678,0.691646,0.04746,0.890269,0.14124727,0.0035485341,0.7977865,0.50164586,0.6963821,0.999718325409378,0.045583308,0.02417849,63.1621760826255,0.17720607,26.27801,0.033154175,0.993613931812965,0.26344824,0.5266904,0.8988237,0.8683636
IMG_04_J2K_3,42.1727958327438,20.49577,0.732406309092924,0.95491551374303,0.946109,0.28960797,1.5415586,0.21807101,0.63817006,0.22007155,-0.0459363,0.5222148,0.46627456,0.69158936,0.997420054881335,0.14084798,0.083137475,131.294980113018,0.33178762,21.7274,0.16116881,0.973716414214766,1.772744,0.49064323,0.7960061,0.70365524
IMG_04_J2K_4,31.765424478905,18.563541,0.596138983323931,0.90935057628467,0.89969826,0.18018924,2.7227764,0.35482278,0.39624032,0.2653209,-0.1051566,0.27192047,0.39731118,0.66187197,0.990955336317057,0.2231403,0.13016644,173.370089575511,0.45452404,19.887634,0.29953566,0.951363267801512,7.2166624,1.1496056e-05,0.6261046,0.3731814
IMG_04_J2K_5,23.4152582684748,16.957031,0.454918760935853,0.83275673394464,0.83731186,0.10391422,3.9260895,0.5508678,0.2934941,0.3290757,-0.13834742,0.021061003,0.3101539,0.5668776,0.973786268317478,0.30689,0.17214152,208.040176496175,0.58471346,18.259403,0.43370807,0.922468051039413,18.18116,4.842829e-12,0.4396615,0.024447482
IMG_04_J2K_6,12.5470541040786,15.583143,0.325692525263677,0.711366147991419,0.7519984,0.056103263,4.9849906,0.69118285,0.24927066,0.3769461,-0.16398332,8.4249536e-05,0.1796159,0.3873834,0.93657519239392,0.41516608,0.21629871,236.087924953944,0.727767,16.86929,0.5817886,0.883073520401036,37.140125,5.711464e-19,0.16424471,8.859746e-05
IMG_05_J2K_1,68.361870414505,34.796654,0.976749503994834,0.997925950351072,0.99904364,0.9456478,0.13540718,0.011071014,0.9418219,0.042194545,0.0026445468,0.9773197,0.5905325,0.610277,0.993975546689286,0.004755318,0.0013258404,15.5001040258756,0.052137516,39.218315,0.006778635,0.999504185030715,0.008304101,0.9999784,0.97856814,0.9521206
IMG_05_J2K_2,85.4867880088667,29.984959,0.93904930597173,0.99306650467882,0.99369156,0.73002076,0.44887704,0.0772183,0.9063678,0.12612635,-0.005394823,0.9701802,0.59530514,0.6195263,0.985246577843058,0.042813838,0.008216691,51.0216947533013,0.09974149,32.831173,0.048795097,0.997765040124182,0.06882973,0.9999801,0.982334,0.9475894
IMG_05_J2K_3,64.0229978097934,25.101997,0.798203055690437,0.968061425542192,0.96135485,0.38299668,0.81022865,0.2293561,0.78553724,0.23375559,-0.02851016,0.81348187,0.55839413,0.6340602,0.971256830910346,0.18067503,0.053362735,101.790586353207,0.19837636,26.005964,0.09210004,0.989936650330088,0.6106921,0.87709093,0.9565701,0.8487956
IMG_05_J2K_4,38.4407930252615,22.927574,0.694469660174744,0.940141086956633,0.9279568,0.24819808,1.1596575,0.36915123,0.6410591,0.28919917,-0.051557742,0.62708735,0.5118533,0.63728684,0.95584732497285,0.28665,0.090113565,120.14719134736,0.2654683,23.39051,0.1613887,0.981846804450769,2.0065029,0.5024152,0.81575406,0.62360144
IMG_05_J2K_5,21.8415844125966,22.010233,0.622942389680677,0.901553294305713,0.88603204,0.15181406,1.5279404,0.45642543,0.44410965,0.34563363,-0.071288735,0.3689628,0.4456218,0.6110875,0.911286585582328,0.4001611,0.12845644,146.874274671623,0.34103435,22.355997,0.25135058,0.971612003347253,4.6771913,0.0011773506,0.50053924,0.30385932
IMG_05_J2K_6,19.50302522735,21.171913,0.543307209612588,0.843361946182187,0.8284691,0.083826825,2.6145136,0.594077,0.3164357,0.37448186,-0.094046935,0.05370647,0.33686563,0.4779602,0.855057202651254,0.4924121,0.17428719,162.41050901274,0.41105303,21.440975,0.39221224,0.956755490536593,11.167034,2.996332e-12,0.21902123,0.02396201
IMG_06_J2K_1,85.1273264721065,34.50309,0.984272862127016,0.998582276360444,0.99887305,0.94823647,0.18108948,0.0043866085,0.9547766,0.019247174,0.01349205,0.98053586,0.50331634,0.62281084,0.999938162659566,0.004250884,0.0016032776,36.3660002357345,0.04815554,39.752663,0.0015993571,0.999489650895533,0.010652104,0.9998832,0.985891,0.9265737
IMG_06_J2K_2,77.6902447625416,27.172625,0.927470866780759,0.99137930819862,0.98936677,0.68176323,0.5642425,0.039866656,0.9169516,0.08183861,0.00400852,0.9148904,0.46758214,0.6207699,0.999610575928914,0.030839503,0.016508311,94.7107466628151,0.1225664,30.15419,0.014907839,0.99572242451243,0.16628902,0.9994035,0.9827488,0.9171809
IMG_06_J2K_3,48.7439468363381,22.202824,0.784147418144552,0.961396892484187,0.94470555,0.3585383,1.6106877,0.22026104,0.6391507,0.19602889,-0.037701778,0.56717634,0.4142104,0.61224484,0.996785968431304,0.14570177,0.07608476,155.23097877515,0.24405399,23.730337,0.09624402,0.979901041788315,1.4660854,0.51516366,0.93572843,0.75722384
IMG_06_J2K_4,29.182789294563,20.449886,0.686364968202262,0.925812342645361,0.89748406,0.23742929,2.300075,0.3766202,0.45014644,0.25268912,-0.068599656,0.3110406,0.36920416,0.5879761,0.990192345187992,0.25301403,0.12316141,185.865384505183,0.33636755,21.748,0.18873242,0.963344922141491,4.392598,0.13964655,0.7001933,0.44134855
IMG_06_J2K_5,19.5917679678822,19.122372,0.579093729219132,0.869671384504896,0.83709455,0.14511219,3.1878886,0.5209745,0.3130238,0.30153036,-0.09545546,0.046112332,0.30317774,0.49346215,0.981206348590349,0.3518008,0.16915789,213.608322017466,0.4360939,20.327818,0.3312264,0.941802858496311,13.066036,5.906295e-10,0.34874275,0.099891126
IMG_06_J2K_6,12.4872484112828,17.877491,0.476071321671125,0.792887880407246,0.77720946,0.08139714,5.0726147,0.7273471,0.27257383,0.34028333,-0.12870817,0.002087535,0.21147926,0.34893486,0.945061511195403,0.43094176,0.20438564,241.629259848406,0.54280454,18.973194,0.5623112,0.919784632176227,34.13704,1.2448316999999998e-18,0.11093724,0.0016875803
IMG_07_J2K_1,83.8474317098643,34.68682,0.974978746367324,0.997690499097203,0.9988197,0.9474726,0.115068115,0.010394135,0.9315755,0.016626418,0.006137536,0.9677663,0.5458564,0.557577,0.99987239844063,0.0046411157,0.0015229789,31.3151300121901,0.05602151,38.75683,0.0024903403,0.999442934454488,0.015474736,0.98854256,0.9738797,0.9266693
IMG_07_J2K_2,64.7354397801313,29.374552,0.900269791052188,0.987519406865924,0.9907569,0.7046302,0.29852858,0.09257954,0.8996993,0.09557176,-0.002584072,0.94559354,0.489508,0.5646883,0.999458119929222,0.05690229,0.012666986,72.2278557865481,0.12388315,31.534178,0.03247478,0.996683504363939,0.18637154,0.981689,0.97492653,0.9298965
IMG_07_J2K_3,49.2654235310244,25.134968,0.75316247562165,0.955786547413716,0.95882475,0.3723999,0.70246816,0.34281284,0.74082744,0.22051656,-0.033307996,0.7593569,0.42923242,0.5736333,0.994514363524784,0.1781758,0.053393364,117.782742122825,0.22893624,26.114098,0.14283861,0.98757781159885,1.2565736,0.51002294,0.9268073,0.8026028
IMG_07_J2K_4,35.876784433462,23.454899,0.65514094488021,0.920736185262644,0.92592794,0.23412172,1.2705749,0.52472645,0.55095077,0.2797321,-0.06302679,0.52950597,0.37617525,0.5658637,0.983430464585413,0.2748798,0.08787708,140.36698871766,0.29745835,24.197208,0.27400905,0.977286306907715,3.997212,0.003597446,0.6780429,0.5019766
IMG_07_J2K_5,29.7729781773794,22.434809,0.580070596801159,0.87239200889064,0.87873054,0.14130636,1.7813369,0.6108544,0.39328685,0.3308546,-0.08131612,0.20163114,0.30785543,0.5144478,0.944251484173438,0.36605108,0.12685974,163.687545457747,0.37759447,23.081034,0.35955667,0.964784000564007,8.101697,3.7715342e-08,0.41611987,0.18282701
IMG_07_J2K_6,9.48530818936132,21.507763,0.505952037914182,0.820624983847678,0.8299428,0.07806198,2.7076485,0.7685085,0.29788986,0.36429536,-0.1084484,0.017948627,0.2302786,0.41211292,0.916735931368386,0.4496206,0.15992902,182.096074725057,0.43848974,22.099226,0.48183587,0.950473510384543,17.157887,1.191217e-13,0.19994286,0.009948397
IMG_08_J2K_1,75.183705712982,38.778027,0.990006682339005,0.998995060100059,0.99949914,0.97478133,0.07736823,0.003847474,0.9377478,0.010713279,0.0075605083,0.9683533,0.5806242,0.6083804,0.99973527910858,0.0042057037,0.00073659373,19.0628196226788,0.03518059,43.296577,0.0022300396,0.999762500633863,0.004689079,0.99922574,0.9366661,0.9174798
IMG_08_J2K_2,84.6548039885976,32.840027,0.949874534115291,0.993199515575926,0.99525464,0.7890649,0.22913414,0.03819658,0.92936605,0.07093203,0.001416894,0.951032,0.5409753,0.61046576,0.999203479445502,0.04015386,0.0078081964,55.4376799350146,0.08452826,35.341476,0.026692696,0.998160269737738,0.08311436,0.99839824,0.9343916,0.92083865
IMG_08_J2K_3,57.2300821967825,27.181795,0.815876045949937,0.962416120901214,0.9691959,0.43464828,0.7287608,0.1960709,0.74084395,0.18341452,-0.035551716,0.7804422,0.4778119,0.5910992,0.992206932178637,0.14036626,0.049378384,111.902222051714,0.18760765,28.20383,0.10398507,0.990114583864002,0.94223803,0.9490432,0.8997384,0.874433
IMG_08_J2K_4,31.7830379910229,24.704544,0.717280712700094,0.923658893773474,0.9356173,0.26893738,1.1727551,0.33906922,0.548926,0.24001873,-0.06622042,0.58226347,0.418643,0.56427395,0.972319288980949,0.23410594,0.08840956,140.652865293816,0.26296657,25.469397,0.19644874,0.980320974883181,2.7287211,0.5051936,0.7614938,0.7361677
IMG_08_J2K_5,30.7121119938033,22.950506,0.622797072989228,0.871763229751087,0.8896002,0.16258211,1.629429,0.45857167,0.39986813,0.28863174,-0.09958069,0.30648246,0.33866835,0.50034153,0.943139464465381,0.32558,0.12973441,170.722369341494,0.33554554,23.581656,0.31321132,0.967563058084053,6.271625,0.00076439796,0.49498576,0.36547005
IMG_08_J2K_6,24.0121387313071,21.840189,0.535101650162095,0.79619971771185,0.811909,0.084598295,2.5624008,0.62986666,0.30775535,0.3432396,-0.13159357,0.039839268,0.24722348,0.42290387,0.871442169213019,0.43954474,0.17926523,188.957675202156,0.41227406,22.404419,0.4852016,0.949820544995209,16.153387,1.4768527e-08,0.18067054,0.040765032
IMG_09_J2K_1,84.0878781071048,44.440212,0.993100047490942,0.999331658377824,0.9997496,0.9792776,0.03867657,0.00091302686,0.9406683,0.00536114,0.010436103,0.9852539,0.5428641,0.61850137,0.999849335835928,0.0012801886,0.00062535825,2.77433901421365,0.02525219,48.39632,0.00022098029,0.999901129369878,0.0009647753,0.999998,0.9830482,0.93657005
IMG_09_J2K_2,84.9175299533018,36.754932,0.975960397615062,0.997458988130192,0.99775034,0.88148534,0.18324092,0.01571919,0.94617474,0.052775323,0.00696444,0.98031014,0.5204907,0.62020075,0.999526546637844,0.02038771,0.0036115004,34.8281858198761,0.05794248,38.60187,0.0028756866,0.999227261766475,0.029810246,0.99999654,0.9833455,0.93992436
IMG_09_J2K_3,52.0687134902294,29.448072,0.916254616509915,0.986650733177043,0.9771081,0.5591286,0.81274134,0.10118687,0.760902,0.16051984,-0.01967592,0.74455804,0.437793,0.60871863,0.995306611579171,0.100128174,0.03557761,107.020605657408,0.13397618,30.563046,0.025819767,0.993362359601466,0.6301365,0.9999069,0.9712304,0.9288728
IMG_09_J2K_4,39.910022363369,25.131798,0.845746100921755,0.968529288723511,0.942067,0.3791573,1.6510826,0.22521025,0.50940263,0.22884178,-0.05516169,0.49679023,0.37284067,0.5904401,0.987021851232492,0.20356214,0.08172038,156.351553554599,0.20343542,25.856981,0.07237744,0.982216924731506,2.80059,0.7153313,0.9301201,0.85385674
IMG_09_J2K_5,24.5953731581134,23.405294,0.778423305295853,0.937086727955594,0.8862341,0.2610183,2.909757,0.37077785,0.34623188,0.2854045,-0.084299065,0.20165299,0.3041711,0.51706856,0.955171476859764,0.31168938,0.13289848,181.909721214311,0.2895406,24.238232,0.1658228,0.965234988426935,9.653828,0.0104091,0.5622236,0.56636006
IMG_09_J2K_6,11.5458097413211,21.497955,0.694813420325915,0.882032908561215,0.8143432,0.16701496,4.263673,0.56412053,0.2776345,0.34851527,-0.10080152,0.03671724,0.22410642,0.4083101,0.908372931357025,0.4165727,0.18331224,204.136917813398,0.38746867,22.240997,0.32106715,0.941826884875847,25.761917,3.3416717e-10,0.23841612,0.19964877
IMG_10_J2K_1,89.1265366334338,43.808174,0.99318954840685,0.999134677613883,0.9989592,0.9617038,0.022297896,0.0009520228,0.93337196,0.0052749515,-0.0042758235,0.97522825,0.5805508,0.5565931,0.979311421776664,0.00050753355,0.0005509357,0,0.02388007,50.04168,0.00010288162,0.999909589831044,0.00035711916,0.97613096,0.95860153,0.9391603
IMG_10_J2K_2,89.7132210750696,36.888893,0.986463841194178,0.998079750038587,0.99633235,0.88192177,0.12583917,0.02018423,0.9356255,0.04872632,-0.0112721035,0.9719411,0.57226074,0.55885166,0.939487765427156,0.009331524,0.0015429024,0,0.042902812,41.3602,0.0026723961,0.999446343014126,0.0054926514,0.9755415,0.959418,0.95011497
IMG_10_J2K_3,73.3280850321033,30.003502,0.960498071049195,0.994042710467946,0.98548245,0.5601925,0.50825113,0.051068522,0.79188603,0.14564663,-0.019606937,0.9332752,0.5076198,0.55339587,0.925344371383828,0.06779766,0.01999432,0,0.097149156,31.436584,0.019317178,0.995656047401151,0.24332987,0.96002793,0.9502163,0.8986469
IMG_10_J2K_4,37.9029216655008,25.291359,0.898387472507324,0.979795138702768,0.9564825,0.33144212,1.079207,0.15919967,0.46546817,0.23835856,-0.03647787,0.6965467,0.44711643,0.5318893,0.902035642603267,0.2204591,0.062213987,0,0.17523776,25.901098,0.0592939,0.98570800334807,1.4677958,0.6221556,0.9249165,0.86756504
IMG_10_J2K_5,25.7678583512166,21.053871,0.814124740093174,0.953943319979368,0.9088353,0.20129739,2.1765141,0.27322742,0.34816745,0.29939175,-0.053888723,0.31662205,0.398459,0.5335241,0.865026422217277,0.30685145,0.11246122,0,0.26331592,21.251677,0.13088214,0.969812901036127,4.4718585,0.18774083,0.65921944,0.7369321
IMG_10_J2K_6,16.1315174133368,20.02529,0.76698087854155,0.928116794150352,0.8828843,0.12778863,4.216854,0.36543766,0.29616377,0.35652077,-0.06782721,0.108607434,0.35379815,0.46996793,0.811368095184408,0.46010232,0.13212462,0,0.32679296,20.222834,0.21444687,0.955773301109953,12.058714,0.0010434159,0.35285708,0.37643722
IMG_11_J2K_1,88.9345127742312,51.18298,0.995209645283066,0.999311659266599,0.99964327,0.9545879,0.03424191,0.00028476777,0.9456319,0.0013852715,0.0002875995,0.9712921,0.45343277,0.569167,0.991256188885144,0.0003811717,0.0005645338,0.058950469463207,0.018731672,54.51149,8.378466e-05,0.999936857705151,0.00024994236,0.8940876,0.9003421,0.8900951
IMG_11_J2K_2,85.8469656548139,41.5867,0.987685826159692,0.998483265320411,0.99908245,0.90490746,0.08918746,0.003221212,0.9545518,0.019483507,-0.0017920885,0.97005963,0.44734183,0.56752545,0.978419942732383,0.00868845,0.0011680395,27.4505323098697,0.035068847,45.709896,0.00054228597,0.999815740777294,0.0034831231,0.90681744,0.90214056,0.8930312
IMG_11_J2K_3,76.3686807201368,34.161343,0.967794889887988,0.995266855660069,0.9933457,0.6856616,0.39776564,0.026653789,0.9363182,0.07076776,-0.008130105,0.9528833,0.4304165,0.56474745,0.96395730394616,0.05286151,0.00952389,108.431509903381,0.07220581,36.880806,0.0062162154,0.998653932406955,0.06253552,0.9004877,0.90453064,0.89585847
IMG_11_J2K_4,55.2168491292854,31.008022,0.94274899624338,0.988892209567772,0.98074603,0.47263724,0.92715263,0.07196859,0.823114,0.116099894,-0.018837122,0.8684334,0.42204466,0.5564335,0.952534274893642,0.11566532,0.028692713,142.372293142642,0.110470295,33.102516,0.025384162,0.995803107752425,0.33819342,0.84773123,0.8816188,0.8871054
IMG_11_J2K_5,42.3839242511893,27.803432,0.90455893556279,0.974886635905708,0.954555,0.30317393,1.7511586,0.17079225,0.57686347,0.17772913,-0.038582973,0.5910508,0.3959364,0.5340723,0.912275213291157,0.20485443,0.063944384,180.336811795471,0.16576765,29.324987,0.06320324,0.989572116201842,1.5462714,0.5907597,0.8191335,0.86392456
IMG_11_J2K_6,25.2043614938436,26.009792,0.867132848374219,0.948098972470055,0.9141987,0.19383572,2.3461306,0.25745052,0.4014192,0.219706,-0.053035825,0.28641382,0.35319385,0.458987,0.856378651326276,0.27238476,0.10848162,199.767848156773,0.2314556,27.568853,0.1276876,0.981662589612082,4.978516,0.22219881,0.668417,0.7929146
IMG_12_J2K_1,84.5133046762647,51.503212,0.996468311561532,0.999530513185746,0.9997206,0.97887695,0.03371412,0.0010795292,0.9350526,0.0012841821,-0.0042578904,0.9676128,0.5647675,0.60469854,0.999505297794447,0.0003862381,0.00051243295,0,0.018082568,54.37899,0.00016236921,0.999942276742825,0.00043686194,0.99838114,0.9643502,0.92822355
IMG_12_J2K_2,85.0320823547491,40.91221,0.982189616677447,0.998291131504197,0.9991576,0.9228731,0.08645492,0.022724105,0.94618267,0.03313434,-0.005455538,0.96552604,0.5402051,0.6049036,0.999383762468126,0.010390282,0.0011694845,18.114936180519,0.042156942,43.22254,0.0011643262,0.999771106864176,0.006383597,0.9985518,0.966047,0.93050563
IMG_12_J2K_3,71.4006131386528,33.538742,0.953661853608188,0.993773820983697,0.9945167,0.6777784,0.46247485,0.08715136,0.91479105,0.0964157,-0.013442065,0.9421053,0.49801117,0.605576,0.996285209307486,0.05807388,0.009285173,70.6412990154531,0.089668855,34.69109,0.014850181,0.998177825872839,0.14764172,0.99727756,0.96389294,0.9303596
IMG_12_J2K_4,58.2251709503681,30.277004,0.925160359834284,0.986924894113684,0.9856155,0.4751308,0.96653885,0.14638704,0.7884974,0.14582658,-0.025752718,0.81242484,0.44343826,0.60043705,0.988098873290003,0.12713641,0.026553908,106.74523712474,0.13194677,31.066067,0.04022699,0.994793625457764,0.6788955,0.96964294,0.9493272,0.89572185
IMG_12_J2K_5,36.4398147875815,27.482302,0.889869094769263,0.973508872088168,0.9681673,0.31568828,1.7150198,0.2348258,0.5791818,0.19739896,-0.0439687,0.58334404,0.37162012,0.5730273,0.960300373314607,0.20659351,0.055069815,136.413216535305,0.19048005,28.116108,0.08769868,0.988301009837954,2.411802,0.5071902,0.85725677,0.7519612
IMG_12_J2K_6,21.8814344747141,25.543953,0.849494950222928,0.95019559646848,0.9419457,0.20444092,2.783997,0.35679358,0.3923869,0.23163944,-0.056655318,0.27806324,0.30488387,0.46687457,0.917581285723794,0.28579932,0.08743688,156.281036654194,0.26438367,26.278927,0.16803433,0.978130589748442,6.4460077,0.0050623296,0.5418541,0.4048658
IMG_13_J2K_1,73.4607361057161,44.15089,0.991524234496446,0.999003038920288,0.9995333,0.9594963,0.06340303,0.003595238,0.9318277,0.009811342,-0.004961514,0.9379426,0.4891965,0.53755385,0.990274288631609,0.0025542974,0.0005687093,0,0.025515331,50.95564,0.00047667025,0.999867208769684,0.0009188197,0.94223905,0.9776094,0.9582716
IMG_13_J2K_2,76.4729797649818,41.00306,0.979700055980607,0.997636521696737,0.9987257,0.8680665,0.1627202,0.034921482,0.9370845,0.09176755,-0.0072845384,0.9378787,0.51235247,0.53724873,0.987581452698518,0.03853035,0.0012733651,2.26548039062849,0.03890437,46.27247,0.006674922,0.999635065757843,0.006267456,0.9438659,0.9780044,0.95782745
IMG_13_J2K_3,71.7030366011443,39.109825,0.965076652072337,0.994550132987932,0.9959456,0.69779795,0.49998915,0.09635089,0.9305117,0.15322483,-0.01323067,0.9383982,0.5362131,0.5387115,0.976647532909921,0.10312945,0.0042990283,7.83730735749352,0.05759732,43.35147,0.03367248,0.999047612349504,0.06594999,0.94525856,0.9784355,0.95707554
